x,y,z,r,g,b
34.1821,-13.0535,-38.4780,117,111,69
28.1531,28.3936,-38.2424,22,26,21
-2.2192,26.0933,-38.0382,62,72,33
4.9121,-11.7905,-37.4382,175,162,118
-26.3604,-6.3895,-26.2134,123,121,133
-20.8596,-17.7968,-19.4519,15,11,10
48.4466,20.1308,-38.7859,135,163,167
50.2964,26.9283,-38.9561,51,55,30
23.3995,-18.2353,-36.7289,64,86,47
-10.7359,-8.0868,-28.4198,75,38,33
20.5588,-12.2307,-38.0256,190,185,177
20.3543,-16.8028,-37.6799,63,72,35
-3.7429,-12.2198,-30.2155,165,170,182
20.2825,19.6600,-38.6397,139,129,123
-28.9268,-13.6836,-35.1187,95,102,58
-10.0775,19.6318,-38.1847,164,160,160
13.8172,-15.6043,-35.5125,30,38,4
-35.4642,-14.2852,-35.9295,55,74,41
-20.1965,4.8787,-35.7043,62,32,33
-9.7889,-23.4567,-36.8793,115,123,56
0.2157,-17.6851,-37.3686,106,115,55
31.6718,-14.8259,-38.0777,58,65,42
-29.3171,-14.1363,-36.4773,84,82,33
1.0508,-22.3850,-36.5978,138,135,71
-12.6807,25.6709,-38.3686,177,182,184
0.1320,-24.8700,-36.1241,0,0,0
-17.0786,25.2746,-38.3147,189,196,192
-50.5946,30.8365,-38.0709,223,237,236
51.1925,6.3772,-37.9647,17,26,32
-12.2585,-22.1754,-37.0555,176,163,155
-26.6215,43.7282,-37.0468,51,54,62
23.2578,-19.2140,-36.0806,25,35,18
16.8104,40.0311,-37.2495,226,235,235
-13.0134,33.8069,-37.4815,14,10,7
-20.2607,31.7161,-37.5943,51,84,30
-24.0823,60.7365,-36.9325,56,78,31
-8.2047,-20.8370,-37.0579,192,191,179
27.4858,-10.4571,-38.1628,174,174,167
-20.2836,31.7922,-37.6351,51,84,30
25.3706,-15.7529,-37.6846,31,46,17
20.2155,-16.7114,-37.5103,29,44,17
-41.8961,30.3077,-37.8275,182,175,164
27.6313,27.3484,-38.8084,82,99,49
-13.4287,-22.2584,-37.0647,179,173,160
-21.6007,-12.6765,-37.0237,123,102,59
-19.2946,-10.8923,-37.2127,157,150,110
-7.1317,-11.3734,-34.3302,68,68,59
28.2481,-4.6985,-36.8594,162,150,150
-27.8247,-11.2990,-34.2498,17,31,35
-5.3343,31.4983,-38.2127,171,173,168
0.3905,-11.5826,-34.4757,8,15,22
-1.5773,-11.8359,-34.4416,33,36,21
38.7199,-15.9508,-36.8388,18,24,12
-4.8810,-13.5020,-37.2657,125,120,57
1.1497,-19.0908,-37.1964,96,104,44
-9.6966,-22.5576,-36.7584,88,86,49
0.3496,-20.8835,-37.1441,178,172,133
-33.5553,34.8368,-32.9893,227,229,229
25.4190,-17.2794,-35.3930,26,41,18
-44.5383,35.4873,-33.6723,223,225,224
-19.0196,-47.8755,-34.2298,33,41,19
-0.1324,38.5346,-37.3359,140,144,143
-32.7646,-49.5724,-36.1147,92,87,50
-19.6512,36.3818,-37.9317,197,192,184
-32.7990,1.6876,-26.3530,201,146,133
33.9224,33.2374,-37.2915,22,36,19
-19.1207,-12.0344,-37.1661,119,116,64
-20.4414,4.4037,-32.2547,81,97,71
-14.1965,19.3396,-37.8149,53,63,33
11.3306,-6.3256,-28.2871,87,96,116
6.9242,42.7900,-41.4287,200,197,188
3.4127,-8.5602,-26.8610,86,84,100
-19.9948,-44.3425,-36.2514,120,112,106
-2.4889,-11.7875,-27.5923,49,50,42
-1.5682,-11.8391,-30.9623,31,36,21
40.8149,-4.2144,-38.1311,116,101,68
-28.7562,-11.4529,-31.0623,67,63,62
-10.4784,-2.7242,-25.1574,221,158,124
-10.3978,-19.0735,-36.9673,186,181,169
30.0240,32.4979,-34.8539,92,115,131
-19.1117,-19.8037,-36.4971,57,69,44
15.1900,-6.6783,-36.0144,109,129,55
-14.9687,-19.6367,-37.2158,136,127,96
15.1467,-21.9081,-36.3192,160,158,134
-31.3431,-21.1973,-37.5180,77,79,83
-14.2078,18.5082,-38.0561,145,140,92
-17.4301,-24.5583,-36.4756,36,25,26
-12.6369,-21.5151,-37.0866,152,151,138
-9.5616,-25.4391,-35.6247,66,84,44
44.9628,-3.7928,-35.4645,50,63,34
-4.9446,-25.9929,-35.9984,201,191,182
-17.2859,-24.1698,-36.3871,27,30,19
18.8485,31.0376,-33.6461,225,235,237
-7.3690,44.4626,-29.3008,95,102,112
-31.8606,32.4383,-37.2194,39,38,36
-21.8891,59.3086,-38.7018,168,158,146
13.7710,30.1016,-38.1112,90,78,91
52.6500,26.4349,-38.0251,29,43,25
13.7710,30.1016,-38.1112,90,78,91
23.9420,31.7120,-35.7844,62,60,63
-1.1223,-12.0875,-26.6905,86,106,127
-31.7676,-28.9981,-35.9992,38,42,30
20.4596,-5.3452,-35.1412,239,240,242
48.8014,21.2573,-38.6294,173,172,167
-9.2252,-11.6005,-31.0360,142,147,153
-23.3939,-8.3037,-37.3194,114,118,57
10.7894,-18.9228,-37.4206,146,127,68
20.2245,29.8804,-37.6794,107,117,50
-25.2216,-12.7460,-36.7152,54,61,25
18.4585,-21.4865,-36.3793,170,169,157
17.5250,-15.8363,-35.5768,184,181,172
-15.0338,-24.9059,-36.8720,186,194,160
43.3445,5.9172,-35.7771,157,157,157
-26.3253,48.0749,-36.9637,69,73,80
-0.2462,-8.7483,-26.1145,236,186,163
-29.3979,41.0444,-36.4434,32,39,46
43.7952,3.8021,-38.2372,51,59,66
-9.2909,-20.9376,-36.9420,192,194,179
-17.0400,32.1703,-37.9692,136,141,142
-10.8845,-25.6140,-36.4982,52,62,27
-17.1261,-26.9514,-36.8228,0,0,0
-16.9260,36.5265,-36.2149,21,17,18
21.6708,-17.9147,-35.0771,56,72,25
-1.5286,24.7788,-37.6138,40,34,29
22.2600,-18.5212,-36.5284,34,57,33
19.2028,31.9042,-35.6112,226,236,238
4.8554,-13.8865,-37.2799,101,128,52
-16.5729,40.3065,-39.0378,131,138,117
35.9508,31.2772,-38.6685,98,113,55
8.1819,-23.1202,-36.2285,80,93,37
22.3286,-15.3689,-37.6561,118,127,64
-2.5089,-4.1080,-25.7453,220,151,110
17.7775,-23.3751,-36.3762,185,185,181
-1.5564,-21.2197,-37.1128,82,91,38
-21.2739,7.9438,-37.4034,15,18,9
0.4406,-7.9935,-26.3312,210,164,144
5.1927,-18.1438,-37.3392,95,105,41
20.7467,-22.8004,-36.4448,172,170,167
14.6184,-21.6542,-36.2932,98,106,56
10.7783,-20.5457,-36.4792,77,96,32
20.1066,-26.7795,-36.4748,216,219,217
14.5988,-6.1687,-35.2984,24,36,15
-15.7669,-23.8496,-35.7769,119,114,48
37.9551,29.1741,-39.2262,72,104,55
10.7783,-20.5457,-36.4792,77,96,32
-4.6433,-19.9138,-36.9175,196,184,151
-1.6254,0.3830,-25.9451,176,118,90
14.0293,-15.5401,-36.8929,97,114,29
-10.3016,-26.0266,-35.9318,63,69,38
24.3958,-4.5539,-34.9512,233,237,238
-9.9108,41.5573,-32.7020,103,112,119
-13.0156,43.8247,-29.1276,70,77,89
49.1448,40.0812,-39.6546,126,129,131
50.5386,36.2190,-38.3295,144,145,120
16.6626,-15.0953,-34.3081,91,123,66
49.1355,36.1146,-38.5338,149,151,131
49.4229,37.5197,-39.9782,90,63,68
-19.7910,10.8284,-37.9694,66,65,69
12.9851,33.8654,-37.8446,219,207,208
13.2174,38.9883,-37.6677,250,250,249
-22.1227,30.8941,-36.9907,190,182,176
-13.0784,19.3902,-38.0587,114,122,53
-15.4573,47.2776,-38.2642,93,88,87
15.5458,-18.1323,-37.3420,34,36,21
26.2056,31.8674,-38.3579,49,50,44
-0.7187,38.3001,-38.2508,235,231,222
-14.8798,18.4032,-38.0142,81,87,46
12.8070,31.4566,-37.8193,155,66,63
-25.4468,-13.7205,-37.1586,180,181,180
18.1067,28.9271,-37.4089,117,129,55
37.6990,-5.4751,-38.3794,174,167,157
0.1708,28.3722,-36.5434,38,46,49
-1.6057,-25.0775,-35.9299,103,106,61
-20.2642,32.4107,-37.3498,61,82,60
-30.7186,-11.7144,-29.2485,210,119,89
-31.4860,36.2123,-37.7161,57,59,60
-1.7018,-12.5784,-25.7129,230,166,129
7.5150,25.2152,-38.2049,39,26,23
-19.0530,31.5966,-37.6474,30,40,15
-21.4308,1.9262,-36.2784,19,24,27
43.2257,14.5021,-38.7720,50,59,38
2.2848,-0.5351,-24.9086,95,96,91
-12.7290,24.2307,-38.2443,92,103,112
10.7839,-15.1326,-37.3998,140,120,70
-4.1950,-4.5151,-24.7338,215,219,217
11.5532,-32.6798,-36.1800,0,0,0
28.2481,-4.6985,-36.8594,162,150,150
-24.1114,-11.5484,-37.2761,104,104,54
-24.6469,-7.8952,-28.4695,211,116,78
-5.1080,-17.5719,-37.0719,119,121,53
27.0130,-12.6832,-38.2237,187,177,170
13.8146,-32.1705,-36.8118,141,139,131
10.9418,-10.6702,-37.4246,169,154,102
-0.2720,-25.4367,-36.0310,85,97,63
25.6700,-16.9594,-35.0381,33,40,17
20.9729,20.6439,-38.4667,57,56,63
22.4828,-13.9582,-38.2009,153,138,112
-13.7893,-25.5221,-36.5959,127,107,83
14.0190,-14.8986,-35.0981,20,30,6
5.7723,-35.4834,-36.3540,187,169,127
10.6740,-14.6384,-37.3603,45,38,18
-1.8986,-23.8217,-35.9426,106,130,55
16.1337,-16.7273,-37.0068,37,33,14
-6.3415,-12.0563,-37.3061,219,211,202
-24.4495,21.0984,-38.0217,135,122,116
11.6472,-16.5370,-37.4126,127,119,64
-1.7911,-24.0921,-36.1409,140,128,71
1.2205,-15.1226,-37.2832,172,157,104
15.7738,-19.0303,-37.0343,75,93,38
23.4521,-21.4123,-36.6104,157,153,142
0.8967,-15.8715,-37.1812,150,144,89
12.8727,-32.0667,-36.5038,105,100,82
-20.1488,-10.8181,-36.9665,44,43,39
-20.4424,-19.9111,-37.2091,182,166,152
16.8524,-20.5645,-36.2084,92,110,49
-19.7075,7.8415,-37.6198,41,42,19
15.4379,-20.3443,-36.4893,100,111,55
27.1542,-13.8982,-37.9101,37,29,25
-33.1308,-11.9130,-31.5603,170,180,198
11.6376,-19.4495,-37.2867,96,99,40
24.1829,-20.0808,-36.3780,41,57,23
16.4151,-21.7628,-36.2682,176,168,143
-7.9902,10.9147,-38.0176,150,161,156
9.1897,-19.5404,-37.2809,110,111,43
-5.9317,-16.1475,-37.0564,209,209,202
6.8060,-21.7233,-36.2098,71,80,26
-23.0776,-12.3622,-37.2008,158,142,104
-34.3607,17.8795,-35.3663,81,108,38
0.0249,-19.3530,-37.1376,192,176,144
-22.0679,-12.9478,-37.1415,200,198,192
0.7656,-19.4718,-37.1981,139,131,72
-33.2322,18.0900,-35.3554,13,24,10
8.8605,-22.0904,-36.2995,125,119,59
3.8149,-20.6445,-37.0787,193,184,143
16.0631,47.3690,-37.9858,110,106,84
-5.1531,-19.5219,-36.9426,175,174,160
12.5887,38.5908,-37.7565,250,251,248
-33.6674,-13.3225,-37.1569,34,36,25
54.8012,19.3428,-37.5562,71,102,48
3.7135,-16.1330,-34.1675,30,41,8
3.9196,-23.4033,-36.2786,125,127,68
-15.1667,17.7057,-38.1308,199,198,194
-15.9266,62.8693,-38.6137,68,86,34
5.6471,-25.3278,-36.0625,151,145,129
-17.8124,-10.8155,-37.2237,165,143,106
-14.5990,-21.5229,-37.1012,181,178,159
-0.9261,-25.5861,-36.0796,196,186,177
-18.3062,-11.8621,-37.1260,116,123,65
-10.3969,-23.7375,-36.8406,119,116,72
-9.1083,21.7646,-38.3202,182,181,177
-17.5894,-22.3182,-36.9910,32,34,26
26.7507,7.1785,-31.7793,207,212,215
-12.5666,-23.9278,-36.7382,107,114,54
-12.2785,-24.7151,-36.8046,165,161,123
-17.6941,-20.2712,-37.1318,172,172,162
-7.7403,-28.0501,-35.9307,188,182,182
-20.8163,-14.0380,-37.1958,179,176,165
-12.6987,-27.1842,-35.8651,108,108,82
-14.0513,-22.2077,-37.0517,177,174,165
-23.5320,60.5905,-38.5919,183,175,154
-0.9041,24.4247,-36.7358,45,60,6
5.0400,28.2808,-37.7852,132,140,153
41.1643,-3.4638,-37.4331,108,131,29
-21.8222,59.1618,-38.3003,40,43,29
43.4965,35.1603,-38.2404,31,42,60
-11.2937,42.2206,-38.1476,118,129,127
48.4303,20.1197,-38.7688,134,157,167
-28.2356,40.7726,-34.5110,205,223,230
-11.9638,20.0496,-38.0296,65,65,64
-13.5464,15.7257,-38.1365,225,220,209
39.6410,31.9877,-40.2335,188,188,177
39.5325,-8.9505,-37.8779,124,123,111
-7.4149,-5.9596,-26.1484,128,119,120
-36.5774,36.4005,-32.9621,115,118,140
-1.7240,-20.7488,-37.0720,126,119,66
27.3421,-11.8696,-35.6425,190,190,183
8.4706,26.4417,-37.5829,241,243,242
-17.6626,23.9598,-38.2499,200,201,193
-14.3257,21.7089,-38.1053,23,36,23
26.6993,5.6824,-31.6768,197,206,214
-20.9745,-12.4674,-37.1083,134,120,75
44.6059,13.7347,-39.3471,106,122,98
-37.1240,32.2949,-36.8712,85,97,98
-13.4381,22.5337,-38.1576,58,63,72
9.2639,26.3935,-38.4221,176,178,182
26.8832,4.3336,-31.7087,196,204,212
1.7700,18.0690,-38.1963,93,110,64
26.0081,-4.8734,-34.0130,69,83,150
-4.0869,-12.2466,-34.8058,232,236,239
-0.9416,-11.7245,-27.7960,151,161,172
14.2356,-15.6220,-37.6300,111,109,52
-5.6199,-22.4728,-36.8780,156,157,117
-22.3606,2.2750,-36.1669,18,22,23
1.0974,18.0895,-38.1834,53,53,37
27.2043,-12.3176,-36.0277,155,158,153
-6.2973,-22.8971,-36.9119,133,116,90
-28.8487,-8.0827,-27.8966,88,86,105
12.7312,25.4473,-38.5404,184,183,184
25.7058,-13.9156,-38.2465,186,177,161
10.8485,-32.3873,-36.4128,105,102,91
25.5007,-17.4942,-35.3246,20,32,12
25.5007,-17.4942,-35.3246,20,32,12
35.3650,-13.8960,-38.1528,58,76,28
21.2992,-15.1418,-37.8787,198,192,178
37.2120,33.9361,-38.6853,63,66,34
9.9962,-14.2446,-37.4409,143,142,93
-11.3917,-4.3851,-37.5029,217,208,197
7.5975,-15.7720,-37.2991,160,150,101
38.1893,29.7912,-38.9813,194,192,181
10.7029,-16.5180,-37.3639,112,112,48
2.4778,-12.3578,-37.3616,162,146,100
10.6891,-16.5359,-37.3487,112,112,48
-15.0283,26.0051,-38.3293,178,183,179
-4.4602,-13.6148,-37.2443,155,148,100
50.9104,21.7031,-38.5374,121,146,161
-20.6976,-10.8520,-37.1033,141,131,84
11.1547,28.8879,-38.4264,182,181,179
17.7874,-22.3414,-36.3556,181,176,156
-20.3805,-19.1985,-37.2321,157,154,147
6.5640,-19.6896,-37.2671,132,124,59
48.9011,17.5405,-38.7325,121,129,140
1.9892,-19.3539,-37.1677,127,124,55
6.5061,26.9582,-37.6189,25,29,33
13.6388,-24.2983,-36.2891,233,234,232
45.4677,8.8621,-38.4797,161,166,160
9.3857,-23.4036,-36.2557,169,157,130
20.1066,-26.7795,-36.4748,217,218,218
-13.9918,-22.4007,-37.0537,180,173,158
3.2976,-25.5269,-36.1187,163,147,132
-13.0066,-19.1799,-37.1049,190,188,173
-36.3857,-15.7580,-37.1974,105,87,60
-9.8242,-26.6220,-35.9196,117,114,75
-0.4836,-25.3602,-36.0158,109,128,75
-13.5421,-18.5030,-37.1379,200,193,183
-15.8296,-24.3701,-36.6162,121,113,82
-15.1477,-24.9454,-36.7527,125,124,86
-11.6184,-25.6324,-36.2908,69,84,39
-25.5970,-21.0083,-37.1778,105,105,77
16.4297,50.7797,-38.5560,119,123,121
-4.3946,-19.7086,-36.9189,205,196,172
-11.0617,41.4028,-32.7530,91,103,112
-23.7029,-12.7272,-37.2198,111,110,53
50.4840,29.4402,-38.2499,17,18,12
-1.5451,-11.4252,-30.5130,235,239,242
-16.7983,6.7874,-37.9324,203,204,199
-4.3019,40.7047,-38.2704,228,229,221
-24.2521,-13.4047,-37.1505,185,184,177
49.9604,27.6348,-39.7894,168,167,159
15.1039,18.8321,-38.4669,181,181,182
4.1531,37.9183,-38.2907,82,93,100
-7.3811,-20.8316,-37.0661,184,180,165
48.5908,20.7222,-39.0167,53,50,51
43.3334,15.3714,-37.5253,68,68,52
0.0995,31.0103,-36.3379,69,53,60
3.4809,-7.0588,-26.7880,223,159,125
-31.4624,34.8284,-37.3684,249,249,247
39.4950,-5.0276,-37.9893,122,113,77
1.9008,-0.9112,-24.8888,134,143,164
-20.6534,18.8351,-37.9164,202,194,184
-12.3151,17.3303,-38.0872,165,165,157
27.8243,30.9389,-38.1296,113,113,55
30.2183,-4.3489,-33.3890,124,126,121
-13.7729,35.3961,-36.7927,126,129,148
41.4232,-4.3545,-37.4470,48,54,6
-8.4580,-5.0661,-25.9272,215,146,111
41.8900,-9.7034,-36.8111,103,119,43
24.1683,-15.9176,-37.6646,60,74,32
36.4632,-3.8485,-38.4989,189,181,171
27.1534,-12.4201,-37.0945,115,57,45
24.7102,-14.1190,-38.1784,185,178,165
-6.1628,5.4524,-30.9353,89,107,112
18.1903,19.8944,-38.6517,183,176,167
-13.8550,-21.3588,-37.0742,192,189,175
26.4648,-18.4475,-34.9941,19,29,12
14.2915,-15.6394,-34.9777,110,130,33
10.9401,-14.8336,-37.1259,47,51,38
-0.8425,-25.3718,-36.0920,166,165,144
24.1567,-20.0996,-36.3524,48,61,22
-12.3453,33.5671,-38.2235,97,80,65
10.1687,-22.8769,-36.2398,192,186,172
25.2323,-20.2980,-36.5222,55,72,18
-8.0246,31.5959,-38.2011,186,192,188
0.4693,-25.7827,-36.0278,179,170,160
16.6707,-18.0243,-36.9549,19,29,12
9.8447,-13.3059,-37.4312,104,110,47
-13.9444,-21.7916,-37.0681,182,178,167
10.6589,28.8370,-38.4285,174,173,172
23.2799,-21.0562,-36.2672,75,81,31
7.2731,-19.9276,-37.2544,155,148,94
-24.2888,13.0234,-37.6172,59,62,67
15.4533,-9.4178,-36.5821,21,25,18
22.9578,-18.7986,-36.5204,34,39,13
8.6220,-23.0773,-36.2684,180,183,169
-11.9895,-23.4792,-36.7965,112,112,66
-33.2877,-14.4813,-37.2139,136,116,73
9.9514,-15.1737,-37.3632,103,102,48
2.6750,-24.2487,-36.0802,149,149,118
4.4923,-25.3318,-36.1062,196,189,181
-14.1205,-21.5162,-37.0636,127,120,90
3.4531,-14.4018,-37.3421,134,127,68
13.3299,-31.9785,-36.5119,110,101,84
5.8225,-18.0458,-37.3809,109,109,49
27.2527,32.0118,-35.2422,223,234,236
-23.6876,61.4029,-38.6244,42,36,20
-15.2266,-47.4688,-35.1598,54,66,74
-0.3873,37.8412,-35.0564,111,116,119
53.3162,25.2076,-37.7979,77,103,50
-24.9819,48.7539,-38.2537,78,84,91
53.0404,20.4209,-38.0696,48,63,27
-14.8765,-18.8248,-37.1357,190,184,171
7.5092,70.3405,-59.5665,30,49,67
53.0592,20.8537,-38.7347,17,13,11
27.4780,-4.5932,-35.6407,107,111,112
27.2942,-12.0736,-35.8367,220,219,220
-7.7378,-21.1168,-37.0492,189,179,163
-21.8355,-0.2542,-36.6284,243,242,238
-4.1953,-13.3289,-37.3002,165,150,105
-20.5663,-1.1863,-36.4126,234,235,229
-27.8703,-13.4737,-37.1372,114,102,53
23.8798,-19.2393,-35.9178,41,52,20
52.4588,3.8182,-37.3766,207,209,207
1.4783,-16.3005,-37.4348,130,137,87
-11.0124,-7.0496,-37.3368,232,229,223
2.7862,-16.7240,-37.3279,135,129,79
-13.1316,-20.2010,-37.1106,190,185,173
11.9022,-19.1961,-37.2592,147,138,80
14.6871,-20.7359,-36.3407,138,139,85
-4.1402,-25.3023,-36.0187,114,120,74
10.7746,-21.4022,-35.9534,74,117,74
2.9183,-19.2095,-37.1786,131,122,60
4.4464,-36.4068,-36.3750,109,115,52
-25.4929,-13.3237,-35.7057,37,50,20
-12.6854,18.7999,-34.4855,210,207,192
4.7843,-20.8470,-36.9640,0,0,0
-13.3871,-21.6558,-37.0661,185,183,170
-29.8944,-13.4536,-35.7258,82,94,43
39.9718,-4.0459,-38.1808,113,121,94
-10.3918,-26.2873,-35.9431,142,130,88
-13.1499,-21.8037,-37.0629,181,176,168
-9.7695,-26.8424,-35.8905,194,193,180
-31.1791,18.7253,-34.5588,49,39,40
-15.9600,-25.4208,-36.7810,153,152,126
-19.0316,0.0357,-36.6167,231,234,228
16.1950,45.7745,-38.0676,197,211,218
27.6432,-10.9234,-38.1200,84,90,94
43.8480,34.2828,-38.1938,178,173,171
16.6304,-62.3120,-37.5553,85,108,36
44.1126,35.2194,-39.0599,32,47,66
-36.0265,20.0509,-34.2239,61,76,36
23.8120,-37.6710,-37.3730,145,131,89
26.7285,32.3107,-38.2919,45,54,52
-46.2698,38.5610,-33.2104,120,129,145
18.6958,30.8255,-37.3803,220,231,233
0.9237,28.2116,-36.5818,37,44,60
-16.2174,33.8543,-34.8737,21,15,15
-1.0836,30.1175,-36.6695,47,50,55
20.7788,31.7590,-32.4137,66,67,71
-20.8526,1.5966,-35.9400,7,8,8
51.1895,34.5123,-39.2957,25,17,15
15.5963,-12.0701,-34.9148,72,67,17
-26.4572,-3.5116,-25.2758,116,120,130
-25.6177,-7.8648,-28.3190,31,28,29
23.7600,-15.2825,-37.7815,117,113,58
-23.6133,-5.8465,-32.8798,11,18,19
1.0583,-13.1160,-37.4052,131,133,70
-25.0172,-11.2169,-36.7184,79,79,87
-0.1912,-13.2310,-37.3823,113,114,55
-36.0485,-12.1029,-37.0068,43,49,63
-20.7096,9.7908,-37.8495,46,47,51
-17.5440,6.5444,-37.7489,197,192,183
-34.0029,-14.4950,-37.1668,118,101,76
17.3226,-23.7736,-36.3392,190,183,182
-13.3551,-19.7292,-37.1300,141,129,100
-16.2000,33.0105,-38.0443,50,52,22
10.1634,-21.8086,-36.3053,130,108,60
40.5856,-6.1209,-38.1848,92,98,63
-14.3542,-25.4018,-36.6950,153,142,113
-9.1060,42.0331,-38.0139,170,171,165
0.5627,36.9167,-37.8633,171,174,166
50.0649,28.7680,-40.0479,172,174,170
-11.5464,35.3156,-36.7569,75,62,64
-24.1744,-13.2649,-37.1752,124,122,70
3.3012,37.7704,-38.5674,214,216,203
44.1820,1.1422,-38.1273,106,113,108
-29.7983,37.1864,-37.8307,56,58,67
51.9957,30.0295,-38.3529,16,21,15
51.4986,34.6114,-38.1511,18,28,14
-32.0624,-12.2897,-36.9730,183,180,176
-16.2288,22.3395,-38.1643,168,171,170
-11.1486,-22.4438,-36.7529,181,186,178
54.5286,15.8627,-37.2084,70,98,53
-15.8445,-25.9831,-36.3749,91,96,56
-2.1106,-8.9309,-37.8231,29,37,35
17.4721,35.6914,-37.2341,226,231,234
-6.3054,-6.1681,-26.2253,225,165,125
33.5802,-4.0754,-38.1790,70,65,61
3.2060,-11.4428,-29.4378,218,152,115
8.3499,-20.4953,-36.8183,62,85,35
-22.7050,9.8124,-37.7484,50,53,58
-8.9865,20.7139,-38.2647,187,186,180
27.1183,-14.5661,-38.1633,47,51,28
12.6832,-21.9000,-36.4574,91,103,50
-20.5851,-19.4557,-37.2071,171,165,157
11.7660,1.5217,-32.6111,54,59,62
-20.2176,60.1770,-36.9606,30,40,20
-32.0817,33.5902,-35.8803,227,228,228
0.2808,-12.7990,-37.3949,113,99,41
6.1187,28.0042,-38.1646,18,20,23
2.4254,26.9969,-38.1551,189,190,183
12.8880,30.3831,-38.2589,28,29,29
23.3299,-4.8242,-36.2524,84,93,111
3.0785,26.7091,-38.2907,57,72,93
-9.3003,-53.9601,-36.0635,37,37,36
-3.4098,-21.1079,-37.0040,168,157,103
-12.1237,-22.2452,-37.0433,129,124,81
-35.3203,-14.5088,-37.4618,90,78,50
41.9424,35.3452,-36.7936,64,65,38
23.4151,20.2127,-37.2112,22,30,16
35.2214,-14.1195,-38.1749,41,55,21
-25.6639,46.3705,-38.7028,195,189,181
-21.8058,-46.0113,-35.7469,37,43,27
-25.0566,-7.6617,-28.2553,72,37,32
-26.3193,-5.2888,-25.7180,114,114,128
-23.8204,-13.3219,-37.1452,193,195,195
-3.9972,-20.3192,-36.9610,47,47,19
27.2928,-11.8517,-37.5859,130,61,54
-7.0466,-21.3186,-36.9582,69,57,30
-13.4287,-22.2584,-37.0647,179,173,160
27.2928,-11.8517,-37.5859,130,61,54
-30.4025,-25.7605,-36.9834,14,17,21
14.6449,-31.8178,-36.2279,0,0,0
-28.9776,-11.2998,-34.3960,25,29,32
8.9981,-22.2839,-36.2646,88,97,34
4.0567,39.0378,-37.6902,75,82,92
4.7778,18.7546,-38.2682,194,195,193
-30.6996,-11.6531,-31.0839,66,69,70
42.6106,35.6823,-39.1296,27,38,39
56.1782,17.4364,-36.7991,38,57,22
34.6187,28.8116,-37.6667,73,82,39
1.2735,-20.1434,-37.1351,129,121,62
6.6144,-21.5574,-36.3839,78,95,32
-1.6582,-10.6296,-25.5262,207,143,114
-1.7142,27.1394,-37.3961,77,97,28
-22.4044,-10.7774,-37.2354,135,130,73
5.3319,-9.9937,-28.0170,217,144,108
-5.2387,-3.2669,-24.8270,101,96,102
-11.9236,-18.4361,-37.5293,48,78,88
-38.5385,-29.5920,-36.5818,28,36,20
9.2510,-24.6564,-35.8980,198,195,186
44.1513,1.3007,-37.9461,19,20,20
-9.5610,-25.4313,-35.6204,23,33,12
-14.6027,19.3032,-37.5524,38,52,28
4.3234,-24.4067,-36.1548,80,90,31
0.5726,24.5329,-38.2490,173,178,181
-6.6631,-23.5975,-36.7509,151,131,94
13.2958,-21.1946,-36.3008,129,129,98
-30.8399,19.3918,-33.3326,10,9,11
22.4197,-21.2479,-36.4079,62,65,43
48.8043,18.0839,-39.1618,169,162,153
40.4967,41.9372,-39.6212,16,26,28
-14.4636,18.2947,-38.1196,131,129,56
40.9863,35.4881,-37.2232,45,51,15
50.6736,29.2827,-39.6878,142,140,129
40.9863,35.4881,-37.2232,45,51,15
17.4508,34.7957,-35.0446,119,129,139
27.5335,-10.8226,-38.2621,193,189,180
50.5343,5.9913,-38.2663,26,25,26
36.4396,31.7121,-37.9038,25,32,27
66.5388,3.4653,-39.7392,60,45,49
2.7292,-1.4430,-25.2717,0,0,0
-48.8581,34.6161,-37.9284,47,63,84
-2.2608,-13.8119,-37.3299,109,105,48
36.9323,31.3387,-36.3628,86,153,204
-0.6974,-24.6725,-32.6865,150,165,135
30.6285,30.7142,-36.5036,223,233,235
-14.6544,32.3628,-38.0480,152,150,151
-30.8856,-14.3934,-31.3516,206,213,219
-4.2616,-42.4184,-36.4809,168,166,151
27.7408,32.1218,-34.7536,136,147,155
52.5384,26.2818,-38.2212,28,33,15
12.2873,38.8102,-37.5537,248,252,251
52.3116,25.7215,-38.4126,23,37,24
-14.1290,-19.4525,-37.1131,195,190,181
52.9881,22.2390,-38.2106,24,25,20
-26.6696,24.7847,-37.8593,76,43,29
27.1734,-13.8769,-37.9049,41,30,26
50.5289,6.4795,-38.2532,123,132,135
50.7488,23.5601,-38.9391,46,41,41
54.2921,17.4020,-37.0538,76,98,51
26.0661,12.9246,-31.7820,195,206,211
-28.7469,43.1777,-34.2959,69,95,127
12.0709,27.1491,-38.4781,178,179,182
-5.8238,30.1397,-38.2332,167,174,169
50.5787,21.8545,-38.0894,25,23,23
-12.1614,41.2798,-38.0321,196,83,63
-11.1278,-22.6205,-36.8346,173,142,108
-6.3128,-44.5336,-36.7877,68,66,79
-11.5464,35.3156,-36.7569,75,62,64
-13.6896,33.0651,-38.1308,142,140,127
-4.5280,30.7436,-38.1950,188,181,171
32.8883,6.5324,-33.1578,206,228,235
-20.7656,31.1131,-37.8888,128,102,77
-29.3153,-22.1315,-37.1921,139,149,123
1.9716,-7.3688,-26.7079,177,123,107
43.8443,1.4564,-37.4966,14,17,29
